Nombre,Posicion,Edad,Altura,Origen,Equipo,Partidos_jugados,Titutlar,Minutos,Goles,Asistencias,G+A,G-PK,Goles_penalti,Penaltis_tirados,Amarillas,Rojas,Goles_esperadospor_ocasion,Conducciones,Pases,Altura_cm,GA_por_90
Mathías Olivera,Lateral izquierdo,26,"1,85m",uy URU,Napoli,23,18,1569,1,1,2,1,0,0,3,0,0.5,31.0,89.0,185,0.1147227533460803
Mário Rui,Lateral izquierdo,33,"1,68m",pt POR,Napoli,21,14,1205,0,2,2,0,0,0,7,1,0.1,33.0,90.0,168,0.14937759336099585
Giovanni Di Lorenzo,Lateral derecho,30,"1,83m",it ITA,Napoli,36,36,3234,1,6,7,1,0,0,6,0,3.1,95.0,304.0,183,0.19480519480519481
Alessandro Zanoli,Lateral derecho,23,"1,88m",it ITA,Salernitana,17,10,921,0,2,2,0,0,0,3,0,0.2,27.0,28.0,188,0.19543973941368079
Pasquale Mazzocchi,Lateral derecho,28,"1,83m",it ITA,Salernitana,18,16,1272,0,1,1,0,0,0,4,0,0.3,36.0,36.0,183,0.07075471698113207
Stanislav Lobotka,Pivote,29,"1,68m",sk SVK,Napoli,38,38,3282,0,1,1,0,0,0,4,0,0.6,29.0,188.0,168,0.027422303473491772
Jens Cajuste,Pivote,24,"1,88m",se SWE,Napoli,26,11,1016,0,2,2,0,0,0,7,0,1.5,19.0,37.0,188,0.17716535433070865
Leander Dendoncker,Pivote,29,"1,88m",be BEL,Napoli,3,0,24,0,0,0,0,0,0,0,0,0.0,0.0,2.0,188,0.0
Diego Demme,Pivote,32,"1,70m",de GER,Napoli,2,1,73,0,0,0,0,0,0,1,0,0.0,3.0,5.0,170,0.0
Piotr Zieliński,Mediocentro,30,"1,80m",pl POL,Napoli,28,23,1924,3,2,5,2,1,1,1,0,2.6,38.0,131.0,180,0.2338877338877339
Gianluca Gaetano,Mediocentro ofensivo,24,"1,83m",it ITA,Cagliari,11,10,745,4,1,5,3,1,1,1,1,1.3,17.0,41.0,183,0.6040268456375838
Khvicha Kvaratskhelia,Extremo izquierdo,23,"1,83m",ge GEO,Napoli,34,32,2737,11,6,17,11,0,0,8,0,11.1,184.0,89.0,183,0.5590062111801242
Jesper Lindstrøm,Extremo derecho,24,"1,82m",dk DEN,Napoli,22,2,430,0,0,0,0,0,0,2,0,0.7,16.0,16.0,182,0.0
Matteo Politano,Extremo derecho,30,"1,71m",it ITA,Napoli,37,31,2360,8,7,15,6,2,3,2,1,7.1,113.0,164.0,171,0.5720338983050848
Cyril Ngonge,Extremo derecho,24,"1,80m",be BEL,Hellas Verona,19,17,1431,6,2,8,6,0,0,4,0,4.2,53.0,44.0,180,0.5031446540880503
Giacomo Raspadori,Mediapunta,24,"1,72m",it ITA,Napoli,37,14,1584,5,3,8,5,0,1,0,0,5.9,29.0,54.0,172,0.45454545454545453
Victor Osimhen,Delantero centro,25,"1,86m",ng NGA,Napoli,25,22,1982,15,3,18,12,3,5,6,1,15.4,34.0,23.0,186,0.8173562058526741
Giovanni Simeone,Delantero centro,28,"1,80m",ar ARG,Napoli,28,8,800,1,0,1,1,0,0,3,0,3.4,11.0,13.0,180,0.11249999999999999
Mile Svilar,Portero,24,"1,89m",rs SRB,Roma,15,15,1350,0,0,0,0,0,0,1,0,0.0,0.0,0.0,189,0.0
Rui Patrício,Portero,36,"1,90m",pt POR,Roma,23,23,2070,0,0,0,0,0,0,1,0,0.0,0.0,0.0,190,0.0
Gianluca Mancini,Defensa central,28,"1,90m",it ITA,Roma,36,34,2869,4,1,5,4,0,0,9,0,1.9,38.0,139.0,190,0.15684907633321715
Dean Huijsen,Defensa central,19,"1,97m",es ESP,Roma,13,4,509,2,0,2,2,0,0,4,0,0.4,4.0,18.0,197,0.3536345776031434
Diego Llorente,Defensa central,30,"1,86m",es ESP,Roma,29,27,2170,1,1,2,1,0,0,5,0,0.3,20.0,75.0,186,0.08294930875576037
Marash Kumbulla,Defensa central,24,"1,91m",al ALB,Sassuolo,7,3,362,0,0,0,0,0,0,1,0,0.0,2.0,3.0,191,0.0
Chris Smalling,Defensa central,34,"1,94m",eng ENG,Roma,8,4,390,0,0,0,0,0,0,0,0,0.0,1.0,13.0,194,0.0
Leonardo Spinazzola,Lateral izquierdo,31,"1,86m",it ITA,Roma,24,15,1312,1,2,3,1,0,0,0,0,0.2,108.0,52.0,186,0.20579268292682928
Rasmus Kristensen,Lateral derecho,26,"1,87m",dk DEN,Roma,29,19,1744,1,1,2,1,0,0,5,0,0.5,16.0,40.0,187,0.10321100917431193
Zeki Çelik,Lateral derecho,27,"1,80m",tr TUR,Roma,17,6,671,0,0,0,0,0,0,1,0,0.2,14.0,26.0,180,0.0
Rick Karsdorp,Lateral derecho,29,"1,84m",nl NED,Roma,18,14,1191,0,2,2,0,0,0,2,0,0.4,12.0,33.0,184,0.15113350125944586
Bryan Cristante,Pivote,29,"1,86m",it ITA,Roma,37,37,3289,3,4,7,3,0,0,8,0,4.0,47.0,234.0,186,0.1915475828519307
Leandro Paredes,Pivote,30,"1,80m",ar ARG,Roma,34,32,2634,3,5,8,0,3,3,15,1,3.3,36.0,214.0,180,0.2733485193621868
Edoardo Bove,Mediocentro,22,"1,81m",it ITA,Roma,31,18,1780,0,2,2,0,0,0,2,0,2.0,21.0,88.0,181,0.10112359550561797
Renato Sanches,Mediocentro,26,"1,76m",pt POR,Roma,7,1,146,1,0,1,1,0,0,2,0,0.1,5.0,10.0,176,0.6164383561643836
Riccardo Pagano,Mediocentro,19,"1,75m",it ITA,Roma,4,0,51,0,0,0,0,0,0,0,0,0.1,1.0,3.0,175,0.0
Nicola Zalewski,Interior izquierdo,22,"1,75m",pl POL,Roma,22,10,968,0,1,1,0,0,0,3,1,0.8,54.0,33.0,175,0.09297520661157024
Lorenzo Pellegrini,Mediocentro ofensivo,28,"1,86m",it ITA,Roma,29,20,1859,8,3,11,7,1,1,7,0,4.8,43.0,94.0,186,0.5325443786982249
Houssem Aouar,Mediocentro ofensivo,26,"1,75m",dz ALG,Roma,16,9,756,4,0,4,4,0,0,3,0,2.3,17.0,26.0,175,0.47619047619047616
Stephan El Shaarawy,Extremo izquierdo,31,"1,78m",it ITA,Roma,33,19,1738,3,4,7,3,0,0,2,0,2.5,46.0,44.0,178,0.3624856156501726
Ola Solbakken,Extremo derecho,25,"1,89m",no NOR,Roma,1,0,23,0,0,0,0,0,0,0,0,0.0,1.0,0.0,189,0.0
Paulo Dybala,Mediapunta,30,"1,77m",ar ARG,Roma,28,25,1959,13,9,22,6,7,7,3,0,10.6,79.0,122.0,177,1.010719754977029
Tammy Abraham,Delantero centro,26,"1,94m",eng ENG,Roma,8,2,242,1,0,1,1,0,0,1,0,0.6,6.0,4.0,194,0.371900826446281
Romelu Lukaku,Delantero centro,31,"1,91m",be BEL,Roma,32,30,2641,13,3,16,13,0,1,5,1,9.8,37.0,37.0,191,0.5452480121166224
Sardar Azmoun,Delantero centro,29,"1,86m",ir IRN,Roma,23,3,585,3,0,3,3,0,0,4,0,2.9,5.0,14.0,186,0.46153846153846156
Guillermo Ochoa,Portero,38,"1,85m",mx MEX,Salernitana,21,21,1890,0,0,0,0,0,0,0,0,0.0,0.0,0.0,185,0.0
Benoît Costil,Portero,36,"1,88m",fr FRA,Salernitana,13,13,1170,0,0,0,0,0,0,0,0,0.0,0.0,0.0,188,0.0
Vincenzo Fiorillo,Portero,34,"1,90m",it ITA,Salernitana,4,4,360,0,0,0,0,0,0,1,1,0.0,0.0,0.0,190,0.0
Flavius Daniliuc,Defensa central,23,"1,88m",at AUT,Salernitana,14,8,744,0,0,0,0,0,0,2,0,0.2,8.0,37.0,188,0.0
Lorenzo Pirola,Defensa central,22,"1,85m",it ITA,Salernitana,27,24,1987,1,0,1,1,0,0,4,0,0.9,13.0,57.0,185,0.04529441368897836
Matteo Lovato,Defensa central,24,"1,88m",it ITA,Torino,13,6,544,0,0,0,0,0,0,2,0,0.0,0.0,4.0,188,0.0
Norbert Gyömbér,Defensa central,31,"1,89m",sk SVK,Salernitana,22,20,1760,0,0,0,0,0,0,9,0,0.2,4.0,42.0,189,0.0
Jérôme Boateng,Defensa central,35,"1,92m",de GER,Salernitana,7,4,238,0,0,0,0,0,0,0,0,0.0,0.0,9.0,192,0.0
Federico Fazio,Defensa central,37,"1,95m",ar ARG,Salernitana,17,15,1355,1,0,1,1,0,0,3,1,0.4,2.0,27.0,195,0.06642066420664207
Domagoj Bradarić,Lateral izquierdo,24,"1,78m",hr CRO,Salernitana,34,30,2749,0,3,3,0,0,0,5,0,0.8,57.0,76.0,178,0.09821753364859949
Junior Sambia,Lateral derecho,27,"1,85m",fr FRA,Salernitana,18,10,1032,1,2,3,1,0,0,4,0,0.5,23.0,41.0,185,0.2616279069767442
Niccolò Pierozzi,Lateral derecho,22,"1,84m",it ITA,Salernitana,12,11,871,1,0,1,1,0,0,6,0,0.2,3.0,16.0,184,0.10332950631458095
Lassana Coulibaly,Mediocentro,28,"1,83m",ml MLI,Salernitana,28,25,2082,0,1,1,0,0,0,5,0,0.6,29.0,88.0,183,0.043227665706051875
Giulio Maggiore,Mediocentro,26,"1,84m",it ITA,Salernitana,27,20,1800,4,2,6,4,0,0,9,1,2.3,8.0,64.0,184,0.3
Toma Bašić,Mediocentro,27,"1,90m",hr CRO,Salernitana,15,14,1162,0,0,0,0,0,0,5,0,0.6,11.0,53.0,190,0.0
Agustín Martegani,Mediocentro ofensivo,24,"1,82m",ar ARG,Salernitana,18,6,731,1,0,1,1,0,0,1,0,0.6,14.0,28.0,182,0.12311901504787963
Grigoris Kastanos,Mediocentro ofensivo,26,"1,79m",cy CYP,Salernitana,26,18,1480,3,3,6,3,0,0,5,0,2.9,28.0,78.0,179,0.3648648648648649
Antonio Candreva,Mediocentro ofensivo,37,"1,80m",it ITA,Salernitana,34,32,2750,6,6,12,5,1,1,5,0,4.9,67.0,149.0,180,0.3927272727272727
Iron Gomis,Mediocentro ofensivo,24,"1,82m",fr FRA,Salernitana,5,1,134,0,0,0,0,0,0,0,0,0.6,3.0,4.0,182,0.0
Jovane Cabral,Extremo izquierdo,26,"1,74m",cv CPV,Salernitana,12,8,678,1,0,1,1,0,0,1,0,1.2,22.0,40.0,174,0.13274336283185842
Loum Tchaouna,Extremo derecho,20,"1,80m",fr FRA,Salernitana,33,23,2100,4,3,7,4,0,0,4,0,2.6,72.0,59.0,180,0.3
Emanuel Vignato,Extremo derecho,23,"1,75m",it ITA,Salernitana,9,3,311,0,1,1,0,0,0,1,0,0.0,5.0,11.0,175,0.28938906752411575
Boulaye Dia,Delantero centro,27,"1,80m",sn SEN,Salernitana,17,12,1143,4,0,4,3,1,1,1,0,3.9,18.0,22.0,180,0.31496062992125984
Erik Botheim,Delantero centro,24,"1,87m",no NOR,Salernitana,7,4,316,0,0,0,0,0,0,1,0,0.1,3.0,5.0,187,0.0
Chukwubuikem Ikwuemesi,Delantero centro,22,"1,95m",ng NGA,Salernitana,25,11,1061,1,1,2,1,0,0,2,0,2.4,11.0,10.0,195,0.16965127238454286
Shon Weissman,Delantero centro,28,"1,74m",il ISR,Salernitana,11,5,494,1,0,1,1,0,0,0,0,1.0,0.0,4.0,174,0.18218623481781376
Gerardo Fusco,Delantero centro,19,"1,88m",it ITA,Salernitana,1,0,15,0,0,0,0,0,0,0,0,0.0,0.0,0.0,188,0.0
Alessio Cragno,Portero,30,"1,84m",it ITA,Sassuolo,3,3,270,0,0,0,0,0,0,0,0,0.0,0.0,0.0,184,0.0
Andrea Consigli,Portero,37,"1,89m",it ITA,Sassuolo,35,35,3150,0,0,0,0,0,0,1,0,0.0,0.0,1.0,189,0.0
Mattia Viti,Defensa central,22,"1,90m",it ITA,Sassuolo,15,12,979,1,0,1,1,0,0,0,0,1.0,2.0,36.0,190,0.09193054136874361
Ruan,Defensa central,25,"1,87m",br BRA,Sassuolo,26,16,1516,0,0,0,0,0,0,7,1,0.5,8.0,33.0,187,0.0
Gian Marco Ferrari,Defensa central,32,"1,89m",it ITA,Sassuolo,31,25,2272,1,0,1,1,0,0,4,0,1.6,32.0,148.0,189,0.03961267605633803
Kevin Miranda,Defensa central,21,"1,88m",it ITA,Sassuolo,1,0,14,0,0,0,0,0,0,0,0,0.0,0.0,0.0,188,0.0
Matías Viña,Lateral izquierdo,26,"1,75m",uy URU,Sassuolo,15,13,1014,0,3,3,0,0,0,1,0,0.3,24.0,46.0,175,0.2662721893491124
Josh Doig,Lateral izquierdo,22,"1,89m",sct SCO,Hellas Verona,12,11,830,0,0,0,0,0,0,2,0,0.2,23.0,15.0,189,0.0
Jeremy Toljan,Lateral derecho,29,"1,82m",de GER,Sassuolo,25,24,2083,0,5,5,0,0,0,1,0,0.6,35.0,79.0,182,0.21603456553048486
Filippo Missori,Lateral derecho,20,"1,82m",it ITA,Sassuolo,8,2,266,0,0,0,0,0,0,0,0,0.3,5.0,8.0,182,0.0
Daniel Boloca,Pivote,25,"1,85m",ro ROU,Sassuolo,30,23,2022,1,0,1,1,0,0,6,1,0.5,27.0,109.0,185,0.04451038575667656
Luca Lipani,Pivote,19,"1,85m",it ITA,Sassuolo,8,5,384,0,0,0,0,0,0,0,0,0.1,6.0,20.0,185,0.0
Uroš Račić,Pivote,26,"1,93m",rs SRB,Sassuolo,22,8,820,1,1,2,1,0,0,1,0,0.8,5.0,37.0,193,0.21951219512195122
Matheus Henrique,Mediocentro,26,"1,75m",br BRA,Sassuolo,31,27,2501,2,2,4,2,0,0,8,1,2.3,43.0,94.0,175,0.1439424230307877
Justin Kumi,Mediocentro,19,-,it ITA,Sassuolo,1,0,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0
Pedro Obiang,Mediocentro,32,"1,86m",gq EQG,Sassuolo,8,5,453,0,0,0,0,0,0,1,0,0.0,4.0,21.0,186,0.0
Marcus Pedersen,Interior derecho,23,"1,84m",no NOR,Sassuolo,28,16,1613,0,2,2,0,0,0,4,0,0.1,43.0,31.0,184,0.1115933044017359
Kristian Thorstvedt,Mediocentro ofensivo,25,"1,89m",no NOR,Sassuolo,34,30,2397,6,1,7,6,0,0,7,0,4.4,30.0,130.0,189,0.26282853566958697
Nedim Bajrami,Mediocentro ofensivo,25,"1,79m",al ALB,Sassuolo,28,15,1310,2,2,4,2,0,0,0,0,2.5,51.0,49.0,179,0.2748091603053435
Cristian Volpato,Mediocentro ofensivo,20,"1,87m",it ITA,Sassuolo,22,5,645,1,0,1,1,0,0,1,0,0.5,34.0,53.0,187,0.13953488372093023
Domenico Berardi,Extremo derecho,29,"1,83m",it ITA,Sassuolo,17,17,1431,9,3,12,4,5,5,6,0,6.5,38.0,83.0,183,0.7547169811320754
Samu Castillejo,Extremo derecho,29,"1,82m",es ESP,Sassuolo,17,6,536,0,0,0,0,0,0,2,0,0.3,27.0,26.0,182,0.0
Andrea Pinamonti,Delantero centro,25,"1,85m",it ITA,Sassuolo,38,37,3076,11,1,12,9,2,3,4,0,8.9,17.0,45.0,185,0.3511053315994799
Samuele Mulattieri,Delantero centro,23,"1,83m",it ITA,Sassuolo,27,1,462,0,0,0,0,0,0,1,0,1.6,8.0,1.0,183,0.0
Grégoire Defrel,Delantero centro,33,"1,79m",mq MTQ,Sassuolo,20,7,757,1,2,3,1,0,0,0,0,1.0,7.0,17.0,179,0.35667107001321
Vanja Milinković-Savić,Portero,27,"2,02m",rs SRB,Torino,36,36,3240,0,0,0,0,0,0,2,0,0.0,0.0,0.0,202,0.0
Luca Gemello,Portero,23,"1,90m",it ITA,Torino,2,2,180,0,0,0,0,0,0,0,0,0.0,0.0,0.0,190,0.0
Alessandro Buongiorno,Defensa central,25,"1,90m",it ITA,Torino,29,29,2527,3,0,3,3,0,0,7,0,1.6,14.0,62.0,190,0.10684606252473287
Perr Schuurs,Defensa central,24,"1,91m",nl NED,Torino,9,9,770,1,0,1,1,0,0,2,0,0.7,9.0,19.0,191,0.11688311688311688
David Zima,Defensa central,23,"1,92m",cz CZE,Torino,5,0,91,0,0,0,0,0,0,0,0,0.0,1.0,1.0,192,0.0
Saba Sazonov,Defensa central,22,"1,94m",ge GEO,Torino,12,2,356,0,0,0,0,0,0,2,0,0.2,0.0,8.0,194,0.0
Koffi Djidji,Defensa central,31,"1,84m",ci CIV,Torino,13,8,759,0,0,0,0,0,0,2,0,0.1,4.0,19.0,184,0.0
Alessandro Dellavalle,Defensa central,20,"1,89m",it ITA,Torino,1,0,15,0,0,0,0,0,0,0,0,0.0,0.0,1.0,189,0.0
Ricardo Rodríguez,Lateral izquierdo,31,"1,82m",ch SUI,Torino,35,34,2772,1,2,3,1,0,0,4,0,0.3,61.0,127.0,182,0.09740259740259741
Mërgim Vojvoda,Lateral derecho,29,"1,87m",xk KVX,Torino,28,15,1379,0,3,3,0,0,0,3,0,0.4,30.0,91.0,187,0.19579405366207395
Samuele Ricci,Pivote,22,"1,81m",it ITA,Torino,32,28,2395,1,2,3,1,0,0,8,1,1.3,47.0,122.0,181,0.1127348643006263
Ivan Ilić,Mediocentro,23,"1,86m",rs SRB,Torino,31,25,2098,3,2,5,3,0,0,3,0,2.1,49.0,138.0,186,0.21448999046711154
Karol Linetty,Mediocentro,29,"1,75m",pl POL,Torino,28,19,1858,0,0,0,0,0,0,12,0,0.5,31.0,87.0,175,0.0
Gvidas Gineitis,Mediocentro,20,"1,91m",lt LTU,Torino,14,4,538,0,0,0,0,0,0,2,0,0.4,9.0,25.0,191,0.0
Raoul Bellanova,Interior derecho,24,"1,88m",it ITA,Torino,37,36,3046,1,7,8,1,0,0,5,0,2.0,141.0,98.0,188,0.23637557452396588
Brandon Soppy,Interior derecho,22,"1,80m",fr FRA,Torino,5,2,178,0,0,0,0,0,0,0,0,0.0,9.0,6.0,180,0.0
Valentino Lazaro,Interior izquierdo,28,"1,81m",at AUT,Torino,35,21,1994,0,4,4,0,0,0,3,0,1.7,53.0,94.0,181,0.18054162487462388
Nikola Vlašić,Mediocentro ofensivo,26,"1,79m",hr CRO,Torino,33,30,2608,3,2,5,3,0,0,3,0,2.4,67.0,150.0,179,0.17254601226993865
Simone Verdi,Mediocentro ofensivo,31,"1,74m",it ITA,Torino,1,0,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,174,0.0
Antonio Sanabria,Delantero centro,28,"1,80m",py PAR,Torino,35,23,2133,5,0,5,3,2,2,2,0,9.3,19.0,57.0,180,0.2109704641350211
Pietro Pellegri,Delantero centro,23,"1,89m",it ITA,Torino,24,7,756,1,1,2,1,0,0,3,0,1.0,14.0,8.0,189,0.23809523809523808
David Okereke,Delantero centro,26,"1,81m",ng NGA,Torino,9,3,252,0,0,0,0,0,0,0,0,0.2,8.0,7.0,181,0.0
Maduka Okoye,Portero,24,"1,98m",ng NGA,Udinese,21,21,1890,0,0,0,0,0,0,2,0,0.0,0.0,0.0,198,0.0
Marco Silvestri,Portero,33,"1,91m",it ITA,Udinese,17,17,1530,0,0,0,0,0,0,0,0,0.0,0.0,0.0,191,0.0
Jaka Bijol,Defensa central,25,"1,90m",si SVN,Udinese,24,23,2084,0,0,0,0,0,0,4,0,1.9,5.0,42.0,190,0.0
Thomas Kristensen,Defensa central,22,"1,98m",dk DEN,Udinese,26,23,2096,0,1,1,0,0,0,4,1,1.1,20.0,47.0,198,0.042938931297709926
Enzo Ebosse,Defensa central,25,"1,85m",cm CMR,Udinese,1,0,8,0,0,0,0,0,0,0,0,0.0,0.0,1.0,185,0.0
Christian Kabasele,Defensa central,33,"1,87m",be BEL,Udinese,13,10,861,1,1,2,1,0,0,5,0,1.2,7.0,22.0,187,0.20905923344947736
Jordan Zemura,Lateral izquierdo,24,"1,73m",zw ZIM,Udinese,27,10,1038,1,0,1,1,0,0,1,0,0.8,23.0,32.0,173,0.08670520231213873
Hassane Kamara,Lateral izquierdo,30,"1,70m",ci CIV,Udinese,35,27,2225,1,1,2,1,0,0,4,0,1.9,61.0,81.0,170,0.08089887640449439
Kingsley Ehizibue,Lateral derecho,29,"1,89m",nl NED,Udinese,23,11,955,0,1,1,0,0,0,4,0,1.3,18.0,15.0,189,0.09424083769633508
João Ferreira,Lateral derecho,23,"1,85m",pt POR,Udinese,35,18,1822,0,1,1,0,0,0,9,0,0.1,19.0,61.0,185,0.04939626783754117
Walace,Pivote,29,"1,88m",br BRA,Udinese,37,37,3238,2,0,2,2,0,0,7,0,0.8,37.0,127.0,188,0.05558987029030266
Sandi Lovrić,Mediocentro,26,"1,80m",si SVN,Udinese,29,21,1987,1,3,4,1,0,0,1,1,3.5,52.0,80.0,180,0.18117765475591344
Martín Payero,Mediocentro,25,"1,82m",ar ARG,Udinese,29,21,1796,2,2,4,2,0,0,6,1,1.5,47.0,71.0,182,0.20044543429844097
Oier Zarraga,Mediocentro,25,"1,75m",es ESP,Udinese,15,4,404,2,0,2,2,0,0,0,0,0.6,5.0,8.0,175,0.44554455445544555
Roberto Pereyra,Mediocentro,33,"1,82m",ar ARG,Udinese,27,22,1858,4,3,7,3,1,1,6,0,3.5,39.0,70.0,182,0.33907427341227125
Marley Aké,Extremo izquierdo,23,"1,78m",fr FRA,Udinese,1,0,10,0,0,0,0,0,0,0,0,0.0,0.0,0.0,178,0.0
Florian Thauvin,Mediapunta,31,"1,81m",fr FRA,Udinese,29,19,1710,5,3,8,4,1,1,4,0,4.7,71.0,69.0,181,0.42105263157894735
Beto,Delantero centro,26,"1,94m",gw GNB,Udinese,1,1,74,0,0,0,0,0,0,0,0,0.0,0.0,2.0,194,0.0
Brenner,Delantero centro,24,"1,75m",br BRA,Udinese,8,2,189,0,0,0,0,0,0,0,0,0.4,6.0,8.0,175,0.0
Keinan Davis,Delantero centro,26,"1,89m",eng ENG,Udinese,8,0,186,1,0,1,1,0,0,2,0,0.5,2.0,6.0,189,0.48387096774193544
Isaac Success,Delantero centro,28,"1,82m",ng NGA,Udinese,27,9,880,1,1,2,1,0,1,4,0,2.7,15.0,17.0,182,0.20454545454545453
Vivaldo Semedo,Delantero centro,19,"1,92m",pt POR,Udinese,1,0,12,0,0,0,0,0,0,0,0,0.0,1.0,0.0,192,0.0
Lorenzo Montipò,Portero,28,"1,91m",it ITA,Hellas Verona,37,37,3330,0,1,1,0,0,0,0,0,0.0,0.0,0.0,191,0.02702702702702703
Simone Perilli,Portero,29,"1,96m",it ITA,Hellas Verona,1,1,90,0,0,0,0,0,0,0,0,0.0,0.0,0.0,196,0.0
Diego Coppola,Defensa central,20,"1,93m",it ITA,Hellas Verona,24,18,1634,2,0,2,2,0,0,9,0,1.2,1.0,40.0,193,0.11015911872705018
Bruno Amione,Defensa central,22,"1,87m",ar ARG,Hellas Verona,10,7,579,0,0,0,0,0,0,2,0,0.3,2.0,17.0,187,0.0
Giangiacomo Magnani,Defensa central,28,"1,92m",it ITA,Hellas Verona,33,27,2444,0,0,0,0,0,0,6,0,0.5,15.0,79.0,192,0.0
Paweł Dawidowicz,Defensa central,29,"1,89m",pl POL,Hellas Verona,28,25,2143,0,0,0,0,0,0,5,0,0.5,11.0,89.0,189,0.0
Rúben Vinagre,Lateral izquierdo,25,"1,74m",pt POR,Hellas Verona,12,2,282,0,0,0,0,0,0,0,0,0.0,6.0,8.0,174,0.0
Fabien Centonze,Lateral derecho,28,"1,82m",fr FRA,Hellas Verona,10,7,676,0,1,1,0,0,0,2,0,0.0,16.0,14.0,182,0.13313609467455623
Martin Hongla,Pivote,26,"1,82m",cm CMR,Hellas Verona,15,12,1084,0,0,0,0,0,0,0,0,0.1,6.0,57.0,182,0.0
Reda Belahyane,Pivote,20,"1,73m",fr FRA,Hellas Verona,2,1,90,0,0,0,0,0,0,0,0,0.0,1.0,4.0,173,0.0
Charlys,Pivote,20,"1,88m",br BRA,Hellas Verona,2,0,25,0,0,0,0,0,0,0,0,0.0,0.0,1.0,188,0.0
Michael Folorunsho,Mediocentro,26,"1,90m",it ITA,Hellas Verona,34,33,2781,5,1,6,5,0,0,5,0,4.0,56.0,54.0,190,0.1941747572815534
Ondrej Duda,Mediocentro,29,"1,80m",sk SVK,Hellas Verona,32,29,2456,1,4,5,1,0,1,14,2,2.2,34.0,117.0,180,0.18322475570032573
Darko Lazović,Interior izquierdo,33,"1,81m",rs SRB,Hellas Verona,32,22,1928,3,2,5,2,1,1,0,1,2.8,43.0,66.0,181,0.23340248962655602
Riccardo Saponara,Mediocentro ofensivo,32,"1,83m",it ITA,Hellas Verona,12,3,342,0,0,0,0,0,0,0,0,0.1,12.0,14.0,183,0.0
Stefan Mitrović,Extremo izquierdo,21,"1,82m",rs SRB,Hellas Verona,10,4,391,0,0,0,0,0,0,0,0,0.4,13.0,15.0,182,0.0
Tijjani Noslin,Extremo derecho,24,"1,78m",nl NED,Hellas Verona,17,17,1339,5,4,9,5,0,0,2,0,3.6,29.0,26.0,178,0.6049290515309933
Elayis Tavsan,Extremo derecho,23,"1,83m",nl NED,Hellas Verona,3,0,50,0,0,0,0,0,0,0,0,0.1,2.0,2.0,183,0.0
Yayah Kallon,Extremo derecho,23,"1,75m",sl SLE,Hellas Verona,1,0,4,0,0,0,0,0,0,0,0,0.0,0.0,1.0,175,0.0
Federico Bonazzoli,Delantero centro,27,"1,85m",it ITA,Hellas Verona,24,10,1016,3,1,4,3,0,0,2,0,2.9,13.0,26.0,185,0.3543307086614173
Thomas Henry,Delantero centro,29,"1,91m",fr FRA,Hellas Verona,18,2,334,3,0,3,3,0,1,2,2,3.3,2.0,3.0,191,0.8083832335329341
